FIPS,EventId,Cruise,Program,Project,Agency,Source,Station,SampleDate,SampleTime,TotalDepth,UpperPycnocline,LowerPycnocline,Depth,Layer,SampleType,SampleReplicateType,Parameter,Qualifier,MeasureValue,Unit,Method,Lab,Problem,PrecisionPC,BiasPC,Details,Latitude,Longitude,TierLevel
10001,621717,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,7/27/2022,11:45:00,,,,0,S ,HVIC,S1,CHLA,,1.8727,UG/L,L03 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621718,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,8/24/2022,7:35:00,,,,0,S ,HVIC,S1,CHLA,,5.565,UG/L,L03 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621719,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,9/29/2022,9:43:00,,,,0,S ,HVIC,S1,CHLA,,2.4251,UG/L,L03 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610442,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,9/22/2021,9:14:00,,,,0,S ,HVIC,FS1,CLW,,14.117,MG/L,L02 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610442,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,9/22/2021,9:14:00,,,,0,S ,HVIC,FS2,CLW,,13.954,MG/L,L02 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610441,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,9/2/2021,8:04:00,,,,0,S ,HVIC,S1,CLW,,5.754,MG/L,L02 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610440,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,8/25/2021,8:02:00,,,,0,S ,HVIC,S1,CLW,,10.81,MG/L,L02 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610439,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,7/19/2021,8:24:00,,,,0,S ,HVIC,S1,CLW,,24.414,MG/L,L02 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610436,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,4/20/2021,8:41:00,,,,0,S ,HVIC,S1,CLW,,13.673,MG/L,L02 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610437,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,5/24/2021,8:29:00,,,,0,S ,HVIC,S1,CLW,,14.254,MG/L,L02 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610438,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,6/15/2021,9:44:00,,,,0,S ,HVIC,S1,CLW,,14.739,MG/L,L02 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610435,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,3/10/2021,9:03:00,,,,0,S ,HVIC,S1,CLW,,13.697,MG/L,L02 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610434,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,2/24/2021,9:17:00,,,,0,S ,HVIC,S1,CLW,,9.461,MG/L,L02 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610433,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,2/2/2021,10:15:00,,,,0,S ,HVIC,S1,CLW,,16.753,MG/L,L02 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610432,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,1/28/2021,10:36:00,,,,0,S ,HVIC,S1,CLW,,14.705,MG/L,L02 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621718,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,8/24/2022,7:35:00,,,,0,S ,HVIC,S1,CLW,,15.295,MG/L,L02 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621717,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,7/27/2022,11:45:00,,,,0,S ,HVIC,S1,CLW,,14.632,MG/L,L02 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621716,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,6/15/2022,8:18:00,,,,0,S ,HVIC,S1,CLW,,8.533,MG/L,L02 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621715,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,5/18/2022,8:02:00,,,,0,S ,HVIC,S1,CLW,,14.442,MG/L,L02 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621714,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,4/27/2022,8:30:00,,,,0,S ,HVIC,S1,CLW,,13.781,MG/L,L02 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621713,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,4/7/2022,8:14:00,,,,0,S ,HVIC,S1,CLW,,10.844,MG/L,L02 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621712,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,3/21/2022,7:52:00,,,,0,S ,HVIC,FS2,CLW,,14.254,MG/L,L02 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621712,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,3/21/2022,7:52:00,,,,0,S ,HVIC,FS1,CLW,,14.306,MG/L,L02 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621711,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,2/23/2022,8:10:00,,,,0,S ,HVIC,S1,CLW,,15.37,MG/L,L02 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621710,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,1/26/2022,9:44:00,,,,0,S ,HVIC,S1,CLW,,14.245,MG/L,L02 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621709,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,12/15/2021,8:44:00,,,,0,S ,HVIC,S1,CLW,,11.469,MG/L,L02 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621708,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,11/8/2021,7:25:00,,,,0,S ,HVIC,S1,CLW,,15.858,MG/L,L02 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621707,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,10/18/2021,9:37:00,,,,0,S ,HVIC,S1,CLW,,16.054,MG/L,L02 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621719,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,9/29/2022,9:43:00,,,,0,S ,HVIC,S1,CLW,,16.095,MG/L,L02 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610432,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,1/28/2021,10:36:00,,,,0,S ,ISM,M1,DO,,11.8,MG/L,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,610433,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,2/2/2021,10:15:00,,,,0,S ,ISM,M1,DO,,11.27,MG/L,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,610434,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,2/24/2021,9:17:00,,,,0,S ,ISM,M1,DO,,10.97,MG/L,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,610435,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,3/10/2021,9:03:00,,,,0,S ,ISM,M1,DO,,10.48,MG/L,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,610438,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,6/15/2021,9:44:00,,,,0,S ,ISM,M1,DO,,8.55,MG/L,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,610437,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,5/24/2021,8:29:00,,,,0,S ,ISM,M1,DO,,7.7,MG/L,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,610436,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,4/20/2021,8:41:00,,,,0,S ,ISM,M1,DO,,10.39,MG/L,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,610439,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,7/19/2021,8:24:00,,,,0,S ,ISM,M1,DO,,8.2,MG/L,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,610440,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,8/25/2021,8:02:00,,,,0,S ,ISM,M1,DO,,7.51,MG/L,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,610441,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,9/2/2021,8:04:00,,,,0,S ,ISM,M1,DO,,5.49,MG/L,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,610442,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,9/22/2021,9:14:00,,,,0,S ,ISM,M1,DO,,8.81,MG/L,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,610442,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,9/22/2021,9:14:00,,,,0,S ,ISM,M2,DO,,8.81,MG/L,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,621707,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,10/18/2021,9:37:00,,,,0,S ,ISM,M1,DO,,8.68,MG/L,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,621708,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,11/8/2021,7:25:00,,,,0,S ,ISM,M1,DO,,10.06,MG/L,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,621709,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,12/15/2021,8:44:00,,,,0,S ,ISM,M1,DO,,11.32,MG/L,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,621710,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,1/26/2022,9:44:00,,,,0,S ,ISM,M1,DO,,12.13,MG/L,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,621711,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,2/23/2022,8:10:00,,,,0,S ,ISM,M1,DO,,9.53,MG/L,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,621712,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,3/21/2022,7:52:00,,,,0,S ,ISM,M1,DO,,10.55,MG/L,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,621713,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,4/7/2022,8:14:00,,,,0,S ,ISM,M1,DO,,8.59,MG/L,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,621712,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,3/21/2022,7:52:00,,,,0,S ,ISM,M2,DO,,10.55,MG/L,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,621714,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,4/27/2022,8:30:00,,,,0,S ,ISM,M1,DO,,9.26,MG/L,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,621715,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,5/18/2022,8:02:00,,,,0,S ,ISM,M1,DO,,8.91,MG/L,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,621716,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,6/15/2022,8:18:00,,,,0,S ,ISM,M1,DO,,7.17,MG/L,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,621717,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,7/27/2022,11:45:00,,,,0,S ,ISM,M1,DO,,9.37,MG/L,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,621719,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,9/29/2022,9:43:00,,,,0,S ,ISM,M1,DO,,8.95,MG/L,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,621718,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,8/24/2022,7:35:00,,,,0,S ,ISM,M1,DO,,6.86,MG/L,F02 ,,,,,nan,38.84972,-75.67333,T3
10001,610442,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,9/22/2021,9:14:00,,,,0,S ,ISM,M2,DO_SAT_P,,100.8,PCT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,610442,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,9/22/2021,9:14:00,,,,0,S ,ISM,M1,DO_SAT_P,,100.8,PCT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,610441,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,9/2/2021,8:04:00,,,,0,S ,ISM,M1,DO_SAT_P,,62.6,PCT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,610440,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,8/25/2021,8:02:00,,,,0,S ,ISM,M1,DO_SAT_P,,91.4,PCT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,610439,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,7/19/2021,8:24:00,,,,0,S ,ISM,M1,DO_SAT_P,,95.8,PCT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,610436,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,4/20/2021,8:41:00,,,,0,S ,ISM,M1,DO_SAT_P,,99.4,PCT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,610437,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,5/24/2021,8:29:00,,,,0,S ,ISM,M1,DO_SAT_P,,83.9,PCT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,610438,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,6/15/2021,9:44:00,,,,0,S ,ISM,M1,DO_SAT_P,,98.4,PCT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,610435,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,3/10/2021,9:03:00,,,,0,S ,ISM,M1,DO_SAT_P,,93.1,PCT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,610434,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,2/24/2021,9:17:00,,,,0,S ,ISM,M1,DO_SAT_P,,87.8,PCT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,610433,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,2/2/2021,10:15:00,,,,0,S ,ISM,M1,DO_SAT_P,,87.9,PCT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,610432,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,1/28/2021,10:36:00,,,,0,S ,ISM,M1,DO_SAT_P,,88.7,PCT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,621718,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,8/24/2022,7:35:00,,,,0,S ,ISM,M1,DO_SAT_P,,77.4,PCT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,621717,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,7/27/2022,11:45:00,,,,0,S ,ISM,M1,DO_SAT_P,,109.8,PCT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,621716,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,6/15/2022,8:18:00,,,,0,S ,ISM,M1,DO_SAT_P,,82.1,PCT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,621714,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,4/27/2022,8:30:00,,,,0,S ,ISM,M1,DO_SAT_P,,90.3,PCT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,621715,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,5/18/2022,8:02:00,,,,0,S ,ISM,M1,DO_SAT_P,,93.6,PCT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,621713,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,4/7/2022,8:14:00,,,,0,S ,ISM,M1,DO_SAT_P,,78.3,PCT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,621712,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,3/21/2022,7:52:00,,,,0,S ,ISM,M1,DO_SAT_P,,93.3,PCT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,621712,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,3/21/2022,7:52:00,,,,0,S ,ISM,M2,DO_SAT_P,,93.3,PCT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,621711,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,2/23/2022,8:10:00,,,,0,S ,ISM,M1,DO_SAT_P,,94.6,PCT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,621710,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,1/26/2022,9:44:00,,,,0,S ,ISM,M1,DO_SAT_P,,90.8,PCT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,621709,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,12/15/2021,8:44:00,,,,0,S ,ISM,M1,DO_SAT_P,,91,PCT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,621708,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,11/8/2021,7:25:00,,,,0,S ,ISM,M1,DO_SAT_P,,88.8,PCT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,621707,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,10/18/2021,9:37:00,,,,0,S ,ISM,M1,DO_SAT_P,,87.5,PCT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,621719,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,9/29/2022,9:43:00,,,,0,S ,ISM,M1,DO_SAT_P,,87.3,PCT,F01 ,,,,,nan,38.84972,-75.67333,T3
10001,610432,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,1/28/2021,10:36:00,,,,0,S ,HVIC,S1,DOC,,1.601,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610434,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,2/24/2021,9:17:00,,,,0,S ,HVIC,S1,DOC,,8.599,MG/L,L01 ,DEDNREC,GG,,,Analysis performed after holding time expired.,38.84972,-75.67333,T3
10001,610433,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,2/2/2021,10:15:00,,,,0,S ,HVIC,S1,DOC,,6.427,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610435,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,3/10/2021,9:03:00,,,,0,S ,HVIC,S1,DOC,,2.224,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610438,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,6/15/2021,9:44:00,,,,0,S ,HVIC,S1,DOC,,2.74,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610437,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,5/24/2021,8:29:00,,,,0,S ,HVIC,S1,DOC,,2.274,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610436,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,4/20/2021,8:41:00,,,,0,S ,HVIC,S1,DOC,,1.975,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610439,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,7/19/2021,8:24:00,,,,0,S ,HVIC,S1,DOC,,2.759,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610440,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,8/25/2021,8:02:00,,,,0,S ,HVIC,S1,DOC,,6.736,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610441,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,9/2/2021,8:04:00,,,,0,S ,HVIC,S1,DOC,,12.58,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,610442,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,9/22/2021,9:14:00,,,,0,S ,HVIC,FS1,DOC,,3.181,MG/L,L01 ,DEDNREC,QQ,,,nan,38.84972,-75.67333,T3
10001,610442,NTN021,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,9/22/2021,9:14:00,,,,0,S ,HVIC,FS2,DOC,,3.073,MG/L,L01 ,DEDNREC,QQ,,,nan,38.84972,-75.67333,T3
10001,621719,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,9/29/2022,9:43:00,,,,0,S ,HVIC,S1,DOC,,1.688,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621708,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,11/8/2021,7:25:00,,,,0,S ,HVIC,S1,DOC,,2.013,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621707,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,10/18/2021,9:37:00,,,,0,S ,HVIC,S1,DOC,,2.58,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
10001,621709,NTN022,NTWQM,NTN,DEDNREC  ,DEDNREC,302031,12/15/2021,8:44:00,,,,0,S ,HVIC,S1,DOC,,1.371,MG/L,L01 ,DEDNREC,,,,nan,38.84972,-75.67333,T3
